timestamp,zone_id,temp_c
2024-01-01 00:00:00,Phoenix,15.4
2024-01-01 01:00:00,Phoenix,15.166666666666666
2024-01-01 02:00:00,Phoenix,14.1
2024-01-01 03:00:00,Phoenix,12.300000000000002
2024-01-01 04:00:00,Phoenix,11.299999999999999
2024-01-01 05:00:00,Phoenix,10.133333333333333
2024-01-01 06:00:00,Phoenix,10.0
2024-01-01 07:00:00,Phoenix,9.066666666666668
2024-01-01 08:00:00,Phoenix,8.066666666666666
2024-01-01 09:00:00,Phoenix,7.433333333333334
2024-01-01 10:00:00,Phoenix,6.966666666666666
2024-01-01 11:00:00,Phoenix,7.3
2024-01-01 12:00:00,Phoenix,7.533333333333334
2024-01-01 13:00:00,Phoenix,7.533333333333334
2024-01-01 14:00:00,Phoenix,7.333333333333333
2024-01-01 15:00:00,Phoenix,7.533333333333334
2024-01-01 16:00:00,Phoenix,8.833333333333334
2024-01-01 17:00:00,Phoenix,11.266666666666666
2024-01-01 18:00:00,Phoenix,11.633333333333333
2024-01-01 19:00:00,Phoenix,13.9
2024-01-01 20:00:00,Phoenix,15.0
2024-01-01 21:00:00,Phoenix,15.766666666666666
2024-01-01 22:00:00,Phoenix,16.433333333333334
2024-01-01 23:00:00,Phoenix,16.433333333333334
2024-01-02 00:00:00,Phoenix,16.1
2024-01-02 01:00:00,Phoenix,14.5
2024-01-02 02:00:00,Phoenix,13.4
2024-01-02 03:00:00,Phoenix,12.700000000000001
2024-01-02 04:00:00,Phoenix,12.666666666666666
2024-01-02 05:00:00,Phoenix,11.833333333333334
2024-01-02 06:00:00,Phoenix,10.133333333333335
2024-01-02 07:00:00,Phoenix,10.233333333333333
2024-01-02 08:00:00,Phoenix,9.366666666666667
2024-01-02 09:00:00,Phoenix,9.933333333333332
2024-01-02 10:00:00,Phoenix,9.1
2024-01-02 11:00:00,Phoenix,8.266666666666667
2024-01-02 12:00:00,Phoenix,6.866666666666667
2024-01-02 13:00:00,Phoenix,6.466666666666666
2024-01-02 14:00:00,Phoenix,5.266666666666667
2024-01-02 15:00:00,Phoenix,6.8
2024-01-02 16:00:00,Phoenix,8.933333333333334
2024-01-02 17:00:00,Phoenix,10.433333333333332
2024-01-02 18:00:00,Phoenix,13.566666666666668
2024-01-02 19:00:00,Phoenix,15.4
2024-01-02 20:00:00,Phoenix,16.96666666666667
2024-01-02 21:00:00,Phoenix,17.53333333333333
2024-01-02 22:00:00,Phoenix,17.833333333333332
2024-01-02 23:00:00,Phoenix,17.5
2024-01-03 00:00:00,Phoenix,16.066666666666666
2024-01-03 01:00:00,Phoenix,15.5
2024-01-03 02:00:00,Phoenix,13.199999999999998
2024-01-03 03:00:00,Phoenix,13.033333333333331
2024-01-03 04:00:00,Phoenix,12.366666666666667
2024-01-03 05:00:00,Phoenix,10.333333333333334
2024-01-03 06:00:00,Phoenix,9.700000000000001
2024-01-03 07:00:00,Phoenix,9.033333333333333
2024-01-03 08:00:00,Phoenix,8.433333333333334
2024-01-03 09:00:00,Phoenix,7.966666666666668
2024-01-03 10:00:00,Phoenix,6.866666666666667
2024-01-03 11:00:00,Phoenix,6.666666666666667
2024-01-03 12:00:00,Phoenix,6.633333333333333
2024-01-03 13:00:00,Phoenix,6.633333333333333
2024-01-03 14:00:00,Phoenix,6.133333333333333
2024-01-03 15:00:00,Phoenix,7.366666666666667
2024-01-03 16:00:00,Phoenix,7.366666666666667
2024-01-03 17:00:00,Phoenix,12.533333333333331
2024-01-03 18:00:00,Phoenix,13.533333333333331
2024-01-03 19:00:00,Phoenix,15.566666666666668
2024-01-03 20:00:00,Phoenix,16.066666666666666
2024-01-03 21:00:00,Phoenix,16.633333333333333
2024-01-03 22:00:00,Phoenix,16.433333333333334
2024-01-03 23:00:00,Phoenix,16.1
2024-01-04 00:00:00,Phoenix,15.166666666666666
2024-01-04 01:00:00,Phoenix,13.433333333333332
2024-01-04 02:00:00,Phoenix,11.633333333333333
2024-01-04 03:00:00,Phoenix,11.466666666666667
2024-01-04 04:00:00,Phoenix,10.833333333333334
2024-01-04 05:00:00,Phoenix,10.066666666666665
2024-01-04 06:00:00,Phoenix,9.933333333333332
2024-01-04 07:00:00,Phoenix,8.966666666666667
2024-01-04 08:00:00,Phoenix,8.3
2024-01-04 09:00:00,Phoenix,7.633333333333333
2024-01-04 10:00:00,Phoenix,6.533333333333334
2024-01-04 11:00:00,Phoenix,6.433333333333333
2024-01-04 12:00:00,Phoenix,6.633333333333333
2024-01-04 13:00:00,Phoenix,6.3
2024-01-04 14:00:00,Phoenix,6.433333333333334
2024-01-04 15:00:00,Phoenix,7.0
2024-01-04 16:00:00,Phoenix,8.266666666666667
2024-01-04 17:00:00,Phoenix,8.633333333333335
2024-01-04 18:00:00,Phoenix,11.033333333333333
2024-01-04 19:00:00,Phoenix,12.299999999999999
2024-01-04 20:00:00,Phoenix,13.199999999999998
2024-01-04 21:00:00,Phoenix,14.133333333333335
2024-01-04 22:00:00,Phoenix,14.266666666666666
2024-01-04 23:00:00,Phoenix,14.266666666666666
2024-01-05 00:00:00,Phoenix,13.566666666666668
2024-01-05 01:00:00,Phoenix,12.133333333333335
2024-01-05 02:00:00,Phoenix,11.333333333333334
2024-01-05 03:00:00,Phoenix,11.233333333333334
2024-01-05 04:00:00,Phoenix,10.1
2024-01-05 05:00:00,Phoenix,9.666666666666666
2024-01-05 06:00:00,Phoenix,9.133333333333333
2024-01-05 07:00:00,Phoenix,8.233333333333333
2024-01-05 08:00:00,Phoenix,7.566666666666667
2024-01-05 09:00:00,Phoenix,6.466666666666666
2024-01-05 10:00:00,Phoenix,5.7
2024-01-05 11:00:00,Phoenix,4.966666666666667
2024-01-05 12:00:00,Phoenix,4.866666666666666
2024-01-05 13:00:00,Phoenix,4.733333333333333
2024-01-05 14:00:00,Phoenix,4.266666666666667
2024-01-05 15:00:00,Phoenix,5.933333333333334
2024-01-05 16:00:00,Phoenix,8.566666666666666
2024-01-05 17:00:00,Phoenix,9.633333333333335
2024-01-05 18:00:00,Phoenix,10.566666666666668
2024-01-05 19:00:00,Phoenix,11.1
2024-01-05 20:00:00,Phoenix,12.033333333333331
2024-01-05 21:00:00,Phoenix,13.033333333333333
2024-01-05 22:00:00,Phoenix,13.233333333333334
2024-01-05 23:00:00,Phoenix,13.566666666666668
2024-01-06 00:00:00,Phoenix,12.333333333333334
2024-01-06 01:00:00,Phoenix,11.966666666666667
2024-01-06 02:00:00,Phoenix,11.066666666666668
2024-01-06 03:00:00,Phoenix,10.333333333333334
2024-01-06 04:00:00,Phoenix,8.766666666666667
2024-01-06 05:00:00,Phoenix,8.4
2024-01-06 06:00:00,Phoenix,6.8
2024-01-06 07:00:00,Phoenix,6.166666666666667
2024-01-06 08:00:00,Phoenix,5.733333333333333
2024-01-06 09:00:00,Phoenix,4.566666666666666
2024-01-06 10:00:00,Phoenix,4.133333333333333
2024-01-06 11:00:00,Phoenix,4.1000000000000005
2024-01-06 12:00:00,Phoenix,3.7999999999999994
2024-01-06 13:00:00,Phoenix,3.5
